word,business,entertainment,politics,sport,tech
Stradey_ORG,0,0,0,2,0
the Ospreys on Boxing Day_LAW,0,0,0,1,0
Hodges_PERSON,0,0,0,1,0
Heineken Cup_ORG,0,0,0,7,0
Stuart Gallacher_PERSON,0,0,0,1,0
Gallacher_PERSON,0,0,0,2,0
Hodges_ORG,0,0,0,1,0
Stradey Park_FAC,0,0,0,2,0
"Wales Students

The Wales Students_ORG",0,0,0,1,0
the Welsh Rugby Union's_ORG,0,0,0,2,0
Gnoll_PERSON,0,0,0,1,0
Wales Students_ORG,0,0,0,2,0
The Welsh Students Rugby Football Union_ORG,0,0,0,1,0
the Welsh Students Rugby Football Union_ORG,0,0,0,1,0
Eldon Phillips_PERSON,0,0,0,1,0
the Welsh Students_ORG,0,0,0,1,0
Robert Jones_PERSON,0,0,0,1,0
Rob Howley_PERSON,0,0,0,1,0
Jon Humphreys_PERSON,0,0,0,1,0
Darren Morris_PERSON,0,0,0,1,0
Finlay Calder_ORG,0,0,0,1,0
SRU_ORG,0,0,0,2,0
David Mackay_PERSON,0,0,0,1,0
the general committee_ORG,0,0,0,1,0
Willie Anderson_PERSON,0,0,0,1,0
the Six Nations Championship_EVENT,0,0,0,1,0
Eddie O'Sullivan's_PERSON,0,0,0,3,0
Tri-Nations_ORG,0,0,0,8,0
Grand Slam_GPE,0,0,0,14,0
Boks_ORG,0,0,0,1,0
Blomefontein_GPE,0,0,0,1,0
35-17_CARDINAL,0,0,0,1,0
Girvan Dempsey_PERSON,0,0,0,4,0
Galway_ORG,0,0,0,1,0
Lions Test_ORG,0,0,0,1,0
next June_DATE,0,0,0,1,0
the Six Nations Player of the Tournament_EVENT,0,0,0,1,0
under-21_DATE,0,0,0,2,0
the Six Nations under-21_EVENT,0,0,0,1,0
second year_DATE,0,0,0,1,0
the Heineken Cup_LAW,0,0,0,1,0
the second season_DATE,0,0,0,1,0
37-32_DATE,0,0,0,1,0
Toulouse_PERSON,0,0,0,1,1
Celtic Cup_EVENT,0,0,0,1,0
Mark McCall_PERSON,0,0,0,1,0
Ravenhill_LOC,0,0,0,1,0
Declan Kidney_PERSON,0,0,0,1,0
John McCall_PERSON,0,0,0,1,0
the under-19 World Cup_EVENT,0,0,0,1,0
only 10 days_DATE,0,0,0,1,0
Royal Armagh_ORG,0,0,0,1,0
Ulster Schools' Cup_PERSON,0,0,0,1,0
Mike Doyle_PERSON,0,0,0,1,0
Doyle_PERSON,0,0,0,1,0
the Triple Crown_ORG,0,0,0,1,0
Londonderry YM_PERSON,0,0,0,1,0
Jim Huey_PERSON,0,0,0,1,0
Jonathan Hutchinson_PERSON,0,0,0,1,0
Johnny Poole_PERSON,0,0,0,1,0
a few days'_DATE,0,0,0,1,0
another 21 days_DATE,0,0,0,1,0
91 days_DATE,0,0,0,1,0
Lomu_PERSON,0,0,0,7,0
Jonah Lomu_PERSON,0,0,0,2,0
Martin Johnson's_PERSON,0,0,0,1,0
4 June_DATE,0,0,0,3,0
a few months ago_DATE,0,0,0,1,1
Mohammed Ali_PERSON,0,0,0,1,0
the All Blacks_WORK_OF_ART,0,0,0,5,0
84_CARDINAL,0,0,0,1,2
just two months_DATE,0,0,0,1,0
The All Black_WORK_OF_ART,0,0,0,1,0
Jonah_PERSON,0,0,0,1,0
Last Saturday_DATE,0,0,0,1,0
later that afternoon_TIME,0,0,0,1,0
Eddie Jones_PERSON,0,0,0,3,0
less than 10 weeks_DATE,0,0,0,1,0
Ronan O'Gara's_PERSON,0,0,0,3,0
post-World Cup_EVENT,0,0,0,1,0
New Zealand's_GPE,0,0,0,3,0
Schalk Burger_ORG,0,0,0,1,0
the International Rugby Board's_ORG,0,0,0,1,0
Matt Giteau_PERSON,0,0,0,1,0
Jake White_PERSON,0,0,0,3,0
Simon Amor_PERSON,0,0,0,1,0
Ben Gollings_PERSON,0,0,0,1,0
Lucio Lopez Fleming_PERSON,0,0,0,1,0
Burger_ORG,0,0,0,3,0
just a week_DATE,0,0,0,1,0
Jonty Rhodes_PERSON,0,0,0,1,0
IRB Sevens_PERSON,0,0,0,1,0
the Dubai Sevens_FAC,0,0,0,1,0
1430_DATE,0,0,0,1,0
1815_DATE,0,0,0,1,0
Beating the Aussies_WORK_OF_ART,0,0,0,1,0
Wallabies_LOC,0,0,0,1,0
34 years_DATE,0,0,0,1,0
Elland Road_FAC,0,0,0,1,0
Ashes_PERSON,0,0,0,1,0
Aussies_ORG,0,0,0,1,0
Haka_PERSON,0,0,0,3,0
"The All Blacks

Charles John Munro_WORK_OF_ART",0,0,0,1,0
Christ College_ORG,0,0,0,1,0
Nelson Town_PERSON,0,0,0,1,0
Nelson College_ORG,0,0,0,1,0
"14 May, 1870_DATE",0,0,0,1,0
Town_PRODUCT,0,0,0,1,0
Kiwi_ORG,0,0,0,2,0
Maoris_GPE,0,0,0,1,0
1888_DATE,0,0,0,1,0
AE Stoddart_ORG,0,0,0,1,0
Maori_ORG,0,0,0,3,0
Joe Warbrick_PERSON,0,0,0,1,0
Thomas Eyton_PERSON,0,0,0,1,0
Twenty-two_CARDINAL,0,0,0,1,0
the 'New Zealand Native Team_ORG,0,0,0,1,0
107_CARDINAL,0,0,0,1,0
Maori_LOC,0,0,0,1,0
Tom Ellison_PERSON,0,0,0,1,0
the New Zealand Rugby Football Union_ORG,0,0,0,1,0
1893_DATE,0,0,0,1,0
1903_DATE,0,0,0,1,0
Kiwis_NORP,0,0,0,4,0
David Revell Bedell-Sivright_PERSON,0,0,0,1,0
9-3 triumph_QUANTITY,0,0,0,1,0
Bedell-Sivright_ORG,0,0,0,1,0
1905_DATE,0,0,0,2,0
2-3_CARDINAL,0,0,0,1,0
'Golden Age_WORK_OF_ART,0,0,0,1,0
Teddy Morgan_PERSON,0,0,0,1,0
Cardiff Arms Park_FAC,0,0,0,1,0
a Bob Deans_PERSON,0,0,0,1,0
John Dallas_PERSON,0,0,0,1,0
Deans_NORP,0,0,0,1,0
'All Golds'_WORK_OF_ART,0,0,0,1,0
an Anglo-Welsh_ORG,0,0,0,1,0
1908_DATE,0,0,0,1,0
1921_DATE,0,0,0,1,0
the All Blacks'_WORK_OF_ART,0,0,0,4,0
1924-5_DATE,0,0,0,1,0
all 30_CARDINAL,0,0,0,1,0
the All Blacks' 2-3-2_WORK_OF_ART,0,0,0,1,0
1928_DATE,0,0,0,1,0
New Zealand '_GPE,0,0,0,1,0
The All Blacks' 1935_WORK_OF_ART,0,0,0,1,0
Swansea_ORG,0,0,0,1,0
Hayden Tanner and Willie Davies_ORG,0,0,0,1,0
Wales 13-12_PERSON,0,0,0,1,0
Geoffrey Rees-Jones_ORG,0,0,0,1,0
Claude Davey_ORG,0,0,0,1,0
8-3_CARDINAL,0,0,0,1,0
6-6_CARDINAL,0,0,0,1,0
the Arms Park_FAC,0,0,0,2,0
8-8_CARDINAL,0,0,0,1,0
Clem Thomas_PERSON,0,0,0,1,0
Ken Jones_PERSON,0,0,0,1,0
Barbarians_NORP,0,0,0,6,0
Arms Park_LOC,0,0,0,1,0
1963-4_DATE,0,0,0,1,0
John Uzzell_PERSON,0,0,0,1,0
Rodney Parade_FAC,0,0,0,1,0
Wilson Whinneray's_PERSON,0,0,0,1,0
Newport_GPE,0,0,0,1,0
East Wales_GPE,0,0,0,1,0
the Arms Park_LOC,0,0,0,2,0
19-16_CARDINAL,0,0,0,1,0
Lions of 1971_ORG,0,0,0,1,0
the All Blacks 23-11_WORK_OF_ART,0,0,0,1,0
Andy Haden_PERSON,0,0,0,1,0
Roger Quittenton_PERSON,0,0,0,1,0
Brian McKechnie_PERSON,0,0,0,1,0
13-12_CARDINAL,0,0,0,1,0
49-6_CARDINAL,0,0,0,1,0
Brisbane_GPE,0,0,0,1,1
52-3_CARDINAL,0,0,0,1,0
Jonathan Davies_PERSON,0,0,0,1,0
World Cup Wales'_EVENT,0,0,0,1,0
Johannesburg_GPE,0,0,0,1,0
Steve Hansen_PERSON,0,0,0,1,0
Cardiff's_ORG,0,0,0,1,0
Millennium Stadium_FAC,0,0,0,2,0
Hamilton_GPE,0,0,0,1,0
37-33_DATE,0,0,0,1,0
53-37_DATE,0,0,0,1,0
Henry and Hansen_FAC,0,0,0,1,0
over 50 years_DATE,0,0,0,1,0
The Welsh Rugby Union_ORG,0,0,0,1,0
nine week_DATE,0,0,0,1,0
two-month_DATE,0,0,0,1,0
David Pickering_PERSON,0,0,0,1,0
Pickering_ORG,0,0,0,1,0
817_CARDINAL,0,0,0,1,0
the final seconds_TIME,0,0,0,1,0
Rugby World Cup_EVENT,0,0,0,1,0
the Zurich Premiership_GPE,0,0,0,1,0
Lawrence_PERSON,0,0,0,1,0
Martin_ORG,0,0,0,1,0
117th_ORDINAL,0,0,0,1,0
Fred Stokes_PERSON,0,0,0,1,0
1871_DATE,0,0,0,1,0
13 November_DATE,0,0,0,1,0
the 2011 Rugby World Cup_ORG,0,0,0,1,0
Hong Kong Rugby Football Union_ORG,0,0,0,1,0
John Molloy_PERSON,0,0,0,1,0
The Japanese Rugby Football Union_ORG,0,0,0,1,0
JRFU_ORG,0,0,0,2,0
HKRFU_ORG,0,0,0,1,0
Koji Tokumasu_PERSON,0,0,0,1,0
seven years' time_DATE,0,0,0,1,0
Tokumasu_PERSON,0,0,0,1,0
"125,508_CARDINAL",0,0,0,1,0
the end of_DATE,0,0,0,2,0
Dallaglio_ORG,0,0,0,10,0
the Rugby World Cup_ORG,0,0,0,1,0
Rugby Sevens World Cup_ORG,0,0,0,1,0
another two years_DATE,0,0,0,1,0
England a Grand Slam_WORK_OF_ART,0,0,0,1,0
Grand Slams_FAC,0,0,0,2,0
every minute_TIME,0,0,0,2,0
post-World Cup Tests_EVENT,0,0,0,1,0
Heineken Cup_LAW,0,0,0,1,0
the Causeway Stadium_FAC,0,0,0,1,0
18 minutes_TIME,0,0,0,1,0
Mark van Gisbergen's_PERSON,0,0,0,1,0
31-31_DATE,0,0,0,1,0
Goode_PERSON,0,0,0,1,0
Van Ginsberg_PERSON,0,0,0,1,0
Lawrence Dallaglio's_PERSON,0,0,0,1,0
Wells_ORG,0,0,0,3,0
Erinle_GPE,0,0,0,1,0
Abbott_GPE,0,0,0,3,0
"Worsley, O'Connor, Dallaglio_ORG",0,0,0,1,0
Biljon_GPE,0,0,0,1,0
"Brooks, Hoadley_ORG",0,0,0,1,0
Rabeni_GPE,0,0,0,1,0
Smith_GPE,0,0,0,1,0
Healey_ORG,0,0,0,5,0
"Rowntree, Chuter_ORG",0,0,0,1,0
L Deacon_ORG,0,0,0,1,0
"Moody, Back_ORG",0,0,0,1,0
Buckland/Cockerill_ORG,0,0,0,1,0
W Johnson_PERSON,0,0,0,1,0
"Tuilagi, Bemand_ORG",0,0,0,1,0
Tuiliagi_NORP,0,0,0,1,0
"Lloyd, Vesty_ORG",0,0,0,1,0
17-12_CARDINAL,0,0,0,1,0
an emotional day_DATE,0,0,0,1,0
17-6_CARDINAL,0,0,0,2,0
Percy Montgomery_PERSON,0,0,0,2,0
the South Africans_LOC,0,0,0,1,0
Shane Horgan's_PERSON,0,0,0,1,0
Paul Honiss_PERSON,0,0,0,2,0
the 19th minute_TIME,0,0,0,1,0
a minute later_TIME,0,0,0,1,0
John Smit_PERSON,0,0,0,1,0
Honiss_PERSON,0,0,0,1,0
Stung_PERSON,0,0,0,1,0
South Africans_NORP,0,0,0,1,0
Geordan Murphy's_PERSON,0,0,0,1,0
a penalty a minute later_QUANTITY,0,0,0,1,0
the South Africans_PRODUCT,0,0,0,1,0
the 48th minute_TIME,0,0,0,1,0
The South Africans_NORP,0,0,0,1,0
the 52nd minute_TIME,0,0,0,1,0
the second week in a row_DATE,0,0,0,1,0
the 61st minute_TIME,0,0,0,1,0
the 63rd minute_TIME,0,0,0,1,0
M Joubert_PERSON,0,0,0,1,0
De Wet Barry_PERSON,0,0,0,1,0
Willemse_FAC,0,0,0,1,0
Westhuyzen_PERSON,0,0,0,1,0
F Du Preez_PERSON,0,0,0,1,0
Botha_PERSON,0,0,0,1,0
AJ Venter_GPE,0,0,0,1,0
J van Niekerk_PERSON,0,0,0,1,0
CJ van der Linde_ORG,0,0,0,1,0
G Britz_PERSON,0,0,0,1,0
J de Villiers_ORG,0,0,0,1,0
Ireland v USA_GPE,0,0,0,1,0
Saturday 20 November_DATE,0,0,0,1,0
Tom Billups_PERSON,0,0,0,1,0
Tommy Bowe_PERSON,0,0,0,4,0
Denis Leamy_PERSON,0,0,0,5,0
Kevin Maggs_PERSON,0,0,0,4,0
Guy Easterby_PERSON,0,0,0,1,0
Eric Miller_PERSON,0,0,0,1,0
Marcus Horan_PERSON,0,0,0,1,0
Donnacha O'Callaghan_PERSON,0,0,0,1,0
Frank Sheehan_PERSON,0,0,0,1,0
65th_ORDINAL,0,0,0,1,0
Alec Parker_PERSON,0,0,0,1,0
Brian Surgener_PERSON,0,0,0,1,0
Al Lakomskis_ORG,0,0,0,1,0
Kort Schubert_PERSON,0,0,0,1,0
the Cardiff Blues_ORG,0,0,0,1,0
Schubert_PERSON,0,0,0,1,0
Bowe_PERSON,0,0,0,3,0
Foley_ORG,0,0,0,1,0
Viljoen_PERSON,0,0,0,1,0
Lakomskis_GPE,0,0,0,1,0
Hercus_ORG,0,0,0,1,0
Timoteo_ORG,0,0,0,1,0
MacDonald_GPE,0,0,0,1,0
Wyatt_GPE,0,0,0,1,0
Waasdorp_ORG,0,0,0,1,0
Parker_GPE,0,0,0,1,0
Klerck_PERSON,0,0,0,1,0
"Petruzzella, Schubert_ORG",0,0,0,1,0
Gouws_ORG,0,0,0,1,0
Mo'unga_GPE,0,0,0,1,0
Sherman_PERSON,0,0,0,1,0
Tuipulotu_PERSON,0,0,0,1,0
Kieran Campbell_PERSON,0,0,0,2,0
Roger Wilson_PERSON,0,0,0,1,0
Ronan McCormack_PERSON,0,0,0,2,0
Connacht_PERSON,0,0,0,3,0
Bernard Jackman_PERSON,0,0,0,1,0
Munster's Shaun Payne_ORG,0,0,0,1,0
Alan Quinlan_PERSON,0,0,0,1,0
David Wallace_PERSON,0,0,0,1,0
Victor Costello_PERSON,0,0,0,1,0
Quinlan_PERSON,0,0,0,1,0
Simon Easterby_PERSON,0,0,0,1,0
Anthony Foley_PERSON,0,0,0,1,0
Simon Best_PERSON,0,0,0,1,0
Jackman_PERSON,0,0,0,1,0
McCormack_PERSON,0,0,0,2,0
my school days_DATE,0,0,0,1,0
Leinster_GPE,0,0,0,1,0
L Cullen (Leinster_ORG,0,0,0,1,0
B Jackman_ORG,0,0,0,1,0
K Campbell_PERSON,0,0,0,1,0
G Dempsey (Leinster_PERSON,0,0,0,1,0
S Payne_ORG,0,0,0,1,0
K Gleeson (Leinster_ORG,0,0,0,1,0
McMillan_PERSON,0,0,0,1,0
Pumas_PERSON,0,0,0,3,0
Federico Aramburu_PERSON,0,0,0,1,0
Felipe Contepomi_ORG,0,0,0,1,0
the third minute_TIME,0,0,0,1,0
Ireland_PERSON,0,0,0,1,0
Manuel Contepomi_PERSON,0,0,0,1,0
Aramburu_PERSON,0,0,0,1,0
the ninth minute_TIME,0,0,0,1,0
Contepomi_ORG,0,0,0,2,0
the 36th minute_TIME,0,0,0,1,0
the 45th minute_TIME,0,0,0,1,0
Contepomi_PERSON,0,0,0,1,0
three-quarters_DATE,0,0,0,1,0
Munsterman_PERSON,0,0,0,1,0
48 metres_QUANTITY,0,0,0,1,0
13 minutes_TIME,0,0,0,1,0
Dubai Sevens_FAC,0,0,0,1,0
26-21_DATE,0,0,0,1,0
IRB Sevens_ORG,0,0,0,1,0
Pat Sanderson_PERSON,0,0,0,1,0
Kai Horstman_PERSON,0,0,0,1,0
Rob Thirlby_PERSON,0,0,0,1,0
33-15_CARDINAL,0,0,0,1,0
Neumi Nanuku_PERSON,0,0,0,1,0
Marika Vakacegu_ORG,0,0,0,1,0
Tuidriva Bainivalu on Geoff Appleford_ORG,0,0,0,1,0
Sevens_GPE,0,0,0,1,0
Rico Gear_PERSON,0,0,0,1,0
Albert van_PERSON,0,0,0,1,0
Bergh_GPE,0,0,0,1,0
Xavier Rush_PERSON,0,0,0,1,0
Andrea Lo Cicero_PERSON,0,0,0,1,0
Marty Holah_PERSON,0,0,0,1,0
fifth-minute_TIME,0,0,0,1,0
Gear_PERSON,0,0,0,1,0
Nonu_PERSON,0,0,0,1,0
19-7 half_DATE,0,0,0,1,0
Gear_DATE,0,0,0,1,0
Justin Marshall_PERSON,0,0,0,1,0
Jimmy Cowan_PERSON,0,0,0,1,0
Andy Turner_PERSON,0,0,0,1,0
Casey Laulala_PERSON,0,0,0,1,0
Jermoe Keino_PERSON,0,0,0,1,0
Piri Weepu_PERSON,0,0,0,1,0
van den_PERSON,0,0,0,1,0
Bergh_PERSON,0,0,0,1,0
Bob Dwyer_PERSON,0,0,0,1,0
his first year_DATE,0,0,0,1,0
'A Question of Sport_WORK_OF_ART,0,0,0,1,0
Leeds Rhinos_PRODUCT,0,0,0,1,0
Henry Paul -_PERSON,0,0,0,1,0
Ben Cohen_PERSON,0,0,0,2,0
Northampton_PERSON,0,0,0,1,0
Prop Phil Vickery_PRODUCT,0,0,0,1,0
Simon Shaw_PERSON,0,0,0,1,0
Andy Beattie_PERSON,0,0,0,1,0
George Chuter_PERSON,0,0,0,1,0
these past two seasons_DATE,0,0,0,1,0
Tindall_PERSON,0,0,0,3,0
Phil Greening_PERSON,0,0,0,1,0
Mark Regan_PERSON,0,0,0,1,0
16 training days_DATE,0,0,0,1,0
each of the years_DATE,0,0,0,1,0
Noon_PERSON,0,0,0,1,0
"Smith,_ORG",0,0,0,1,0
"Barkley, Hodgson, King_ORG",0,0,0,1,0
"Rowntree,_ORG",0,0,0,2,0
Vickery_ORG,0,0,0,3,0
Borthwick_PERSON,0,0,0,2,0
"Moody, Vyvyan_ORG",0,0,0,1,0
"Brown, Chuter_ORG",0,0,0,1,0
Ellis_GPE,0,0,0,1,0
Flatman_PERSON,0,0,0,1,0
Greenwood_PERSON,0,0,0,1,0
"Kay, King_PERSON",0,0,0,1,0
"Moody, Noon_ORG",0,0,0,1,0
Vyvyan_ORG,0,0,0,1,0
L Deacon_GPE,0,0,0,1,0
Voyce_PERSON,0,0,0,1,0
Haughton_GPE,0,0,0,1,0
Monye_PERSON,0,0,0,1,0
Roques_PERSON,0,0,0,1,0
19-20_CARDINAL,0,0,0,1,0
Borders_PERSON,0,0,0,1,0
Netherdale_GPE,0,0,0,1,0
Jonny Weston_PERSON,0,0,0,1,0
20-6_CARDINAL,0,0,0,1,0
Paul Steinmetz_PERSON,0,0,0,1,0
Bryn Cunningham_PERSON,0,0,0,1,0
sixth-minute_TIME,0,0,0,1,0
Charlie Hore_PERSON,0,0,0,1,0
Calum MacRae_ORG,0,0,0,1,0
Steinmetz_NORP,0,0,0,1,0
Joe Pattison_PERSON,0,0,0,1,0
Gareth Morton_PERSON,0,0,0,1,0
Steinmetz_ORG,0,0,0,1,0
Adam Larkin_PERSON,0,0,0,1,0
Mark Blair_PERSON,0,0,0,1,0
Andy Ward_PERSON,0,0,0,1,0
Larkin_PERSON,0,0,0,2,0
Kelly Brown_PERSON,0,0,0,1,0
Warnock_PERSON,0,0,0,1,0
the first 20 minutes_TIME,0,0,0,1,0
the second 20 minutes_TIME,0,0,0,1,0
Morton_PERSON,0,0,0,1,0
Moffat_PERSON,0,0,0,1,0
MacRae_ORG,0,0,0,1,0
Hore_GPE,0,0,0,1,0
Berthinussen_GPE,0,0,0,1,0
Thomson_ORG,0,0,0,1,3
"Gray, Brown_ORG",0,0,0,1,0
McEntee_ORG,0,0,0,1,0
Parr_PERSON,0,0,0,1,0
Rennick_PERSON,0,0,0,1,0
Weston_GPE,0,0,0,1,0
Millar_GPE,0,0,0,1,0
Pattison_PERSON,0,0,0,1,0
Maxwell_ORG,0,0,0,1,0
"Steinmetz, Howe,_ORG",0,0,0,1,0
S. Best_PERSON,0,0,0,1,0
"Shields, Moore_WORK_OF_ART",0,0,0,1,0
McCullough_PERSON,0,0,0,1,0
Ward_PERSON,0,0,0,1,0
N. Best_PERSON,0,0,0,1,0
Longwell_ORG,0,0,0,1,0
Browne_GPE,0,0,0,1,0
Doak_PERSON,0,0,0,1,0
S. Young_ORG,0,0,0,1,0
Phil Fear_PERSON,0,0,0,1,0
next summer's_DATE,0,0,0,2,0
the All Blacks'_ORG,0,0,0,2,0
New Zealander Graham Henry_PERSON,0,0,0,1,0
Austin Healey_PERSON,0,0,0,2,0
Bill Beaumont_PERSON,0,0,0,1,0
Louisa Cheetham_PERSON,0,0,0,1,0
Louise Ramsay_PERSON,0,0,0,1,0
24 May_DATE,0,0,0,1,0
the All Blacks in Christchurch_ORG,0,0,0,1,0
25 June_DATE,0,0,0,2,0
17 October_DATE,0,0,0,1,0
Newcastle Falcons_ORG,0,0,0,1,0
the Daily Mirror_ORG,0,0,0,1,0
another couple of years_DATE,0,0,0,1,0
Healey_PERSON,0,0,0,1,0
the end of September_DATE,0,0,0,1,2
21 November_DATE,0,0,0,1,0
Cozza_PERSON,0,0,0,1,0
about 15 minutes_TIME,0,0,0,1,0
the last couple of minutes_DATE,0,0,0,1,0
this Sunday_DATE,0,0,0,1,0
Rocky II_FAC,0,0,0,1,0
Welford Road_FAC,0,0,0,1,0
Martyn Wood's_PERSON,0,0,0,1,0
Nick Walshe_PERSON,0,0,0,1,0
New Zealander Jason Spice_ORG,0,0,0,1,0
No 9_LAW,0,0,0,1,0
Richie Rees_ORG,0,0,0,1,0
Rhodri Wells_PERSON,0,0,0,1,0
Jack Rowell_PERSON,0,0,0,1,0
Rowell_PERSON,0,0,0,1,0
Mike Tindall's_PERSON,0,0,0,1,0
Dipo Alli_PERSON,0,0,0,1,0
Alli_PERSON,0,0,0,1,0
Andrew Brownsword_PERSON,0,0,0,1,0
Brownsword_ORG,0,0,0,2,0
Alli_ORG,0,0,0,1,0
the end of next week_DATE,0,0,0,1,0
Simon Kemp_PERSON,0,0,0,1,0
30 April_DATE,0,0,0,1,0
the past three decades_DATE,0,0,0,1,0
the Red Dragonhood_ORG,0,0,0,1,0
15-6 half_DATE,0,0,0,1,0
18-15_CARDINAL,0,0,0,1,0
five mesmerising minutes_TIME,0,0,0,1,0
the first half-hour_DATE,0,0,0,1,0
a given day_DATE,0,0,0,1,0
Principality_ORG,0,0,0,1,0
18-10_CARDINAL,0,0,0,1,0
Matt Williams'_PERSON,0,0,0,1,0
Sculthorpe_GPE,0,0,0,8,0
Paul Sculthorpe_PERSON,0,0,0,1,0
Andy Farrell_PERSON,0,0,0,4,0
Wigan_PERSON,0,0,0,4,0
Chris Joynt_PERSON,0,0,0,1,0
Challenge Cup_EVENT,0,0,0,1,0
Sean Long_PERSON,0,0,0,1,0
Saints and Lions_ORG,0,0,0,1,0
Sean_PERSON,0,0,0,1,0
RFL_ORG,0,0,0,1,0
42 weeks of the year_DATE,0,0,0,1,0
Sonny Bill Williams_PERSON,0,0,0,1,0
Knowsley Road_FAC,0,0,0,1,0
another three months_DATE,0,0,0,1,0
Maurice Lindsay_PERSON,0,0,0,1,0
Lindsay_PERSON,0,0,0,5,0
the Super League_ORG,0,0,0,1,0
Farrell_FAC,0,0,0,1,0
Sevens_PERSON,0,0,0,1,0
the Rugby World Cup Sevens_ORG,0,0,0,1,0
Taipei_GPE,0,0,0,2,2
the International Rugby Board World Sevens_ORG,0,0,0,1,0
this World Cup_EVENT,0,0,0,1,0
15s_DATE,0,0,0,1,0
Sevens World Cups_ORG,0,0,0,1,0
the last three years_DATE,0,0,0,1,5
the IRB Sevens_FAC,0,0,0,1,0
England won the first Rugby World Cup Sevens_WORK_OF_ART,0,0,0,1,0
8)_CARDINAL,0,0,0,1,0
Valleys_PERSON,0,0,0,1,0
"the ""Red Rose Army_ORG",0,0,0,1,0
Five metres_QUANTITY,0,0,0,1,0
44 metres_QUANTITY,0,0,0,1,0
Gavin_GPE,0,0,0,1,0
Western Mail_ORG,0,0,0,1,0
the Australian Rugby Union_ORG,0,0,0,1,0
The Australian Rugby Union_ORG,0,0,0,1,0
North-South_LOC,0,0,0,1,0
ARU_ORG,0,0,0,1,0
Olympic Stadium_FAC,0,0,0,4,0
Gary Flowers_PERSON,0,0,0,1,0
International Rugby Board_ORG,0,0,0,1,0
SANZAR_ORG,0,0,0,1,0
Australia Rugby_ORG,0,0,0,1,0
"Almost 80,000_CARDINAL",0,0,0,1,0
Melbourne Cricket Ground_ORG,0,0,0,1,0
three weeks'_DATE,0,0,0,1,0
12 March - sublime_DATE,0,0,0,1,0
15 months ago_DATE,0,0,0,1,0
Mike Harrison_PERSON,0,0,0,1,0
The same year_DATE,0,0,0,1,0
Gareth Edwards_PERSON,0,0,0,1,0
JPR Williams_PERSON,0,0,0,1,0
al_PERSON,0,0,0,1,0
the Emerald Isle_LOC,0,0,0,1,0
Les Bleus_FAC,0,0,0,1,0
NFL_ORG,0,0,0,1,1
Simon McDowell_PERSON,0,0,0,1,0
the 80 minutes_TIME,0,0,0,1,0
Brian O'Driscoll's_PERSON,0,0,0,1,0
Hodgson_ORG,0,0,0,3,0
second-row_DATE,0,0,0,1,0
O'Connell_ORG,0,0,0,2,0
Mike Ford_PERSON,0,0,0,1,0
19-13_CARDINAL,0,0,0,1,0
"England

Ireland_GPE",0,0,0,1,0
Andy Robinson's_PERSON,0,0,0,1,0
the Five Nations_ORG,0,0,0,1,0
fourth-minute_TIME,0,0,0,1,0
the last 10 minutes_TIME,0,0,0,1,0
Jonathan Kaplan - England_PERSON,0,0,0,1,0
a tense first half_DATE,0,0,0,1,0
6-3_CARDINAL,0,0,0,23,0
Sean Lamont's_PERSON,0,0,0,1,0
Azzurri_PERSON,0,0,0,1,0
Roland De Marigny_PERSON,0,0,0,1,0
Lamont_GPE,0,0,0,1,0
65 minutes_TIME,0,0,0,1,0
70 minutes_TIME,0,0,0,1,0
John Kirwan's_PERSON,0,0,0,1,0
Gordon Ross'_PERSON,0,0,0,1,0
O'Connell rejects Lions_ORG,0,0,0,1,0
O'Connell_PERSON,0,0,0,1,0
about summer holidays_DATE,0,0,0,1,0
13-6_CARDINAL,0,0,0,1,0
42-6_CARDINAL,0,0,0,1,0
Simon_PERSON,0,0,0,1,0
Saracens_GPE,0,0,0,1,0
the first two weeks of this season_DATE,0,0,0,1,0
the last 20 minutes_TIME,0,0,0,1,0
C Cusiter (Borders_ORG,0,0,0,1,0
S Danielli_ORG,0,0,0,1,0
Henderson_GPE,0,0,0,1,0
Lamont_PERSON,0,0,0,1,0
S Lamont (Glasgow_ORG,0,0,0,1,0
G Ross_PERSON,0,0,0,1,0
G Bulloch_PERSON,0,0,0,1,0
Dunbar_PERSON,0,0,0,1,0
Fullarton_PERSON,0,0,0,1,0
Hogg_PERSON,0,0,0,1,0
G Kerr (Leeds_ORG,0,0,0,1,0
N Lloyd_ORG,0,0,0,1,0
R Russell_PERSON,0,0,0,1,0
C Smith_ORG,0,0,0,1,0
this afternoon_TIME,0,0,0,1,1
David Barnes_PERSON,0,0,0,2,0
Dominici_ORG,0,0,0,1,0
Dominici_PERSON,0,0,0,5,0
another Six Nations Grand Slam_EVENT,0,0,0,1,0
RBS Six Nations_ORG,0,0,0,1,0
Llewellyn_PERSON,0,0,0,8,0
one-season_DATE,0,0,0,1,0
Brent Cockbain_PERSON,0,0,0,1,0
Jon Thomas_PERSON,0,0,0,1,0
Neath_ORG,0,0,0,2,0
Mike (Ruddock_ORG,0,0,0,1,0
6ft_CARDINAL,0,0,0,1,0
Neil Jenkins'_PERSON,0,0,0,1,0
12 June 2004_DATE,0,0,0,1,0
50-44_CARDINAL,0,0,0,1,0
'94_DATE,0,0,0,1,0
'93_DATE,0,0,0,1,0
seven seasons_DATE,0,0,0,1,0
the Neath-Swansea Ospreys_FAC,0,0,0,1,0
